"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
115.02,5.78,0.905,0.879,,,,
113.38,5.78,0.826,0.81,,,,
115.09,5.78,0.619,0.725,,,,
115.92,5.78,0.425,0.698,,,,
121.98,5.78,0.175,0.6,,,,
