"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
62.4,500,1.0,1.0,+-0.1,+-0.5,,
64.8,500,0.922,0.986,+-0.1,+-0.5,,
69.3,500,0.758,0.962,+-0.1,+-0.5,,
71.9,500,0.67,0.927,+-0.1,+-0.5,,
74.7,500,0.591,0.89,+-0.1,+-0.5,,
77.5,500,0.504,0.848,+-0.1,+-0.5,,
80.4,500,0.429,0.775,+-0.1,+-0.5,,
87.0,500,0.284,0.596,+-0.1,+-0.5,,
89.7,500,0.241,0.51,+-0.1,+-0.5,,
91.6,500,0.21,0.455,+-0.1,+-0.5,,
93.2,500,0.184,0.406,+-0.1,+-0.5,,
94.7,500,0.156,0.35,+-0.1,+-0.5,,
98.6,500,0.084,0.204,+-0.1,+-0.5,,
104.1,500,0.0,0.0,+-0.1,+-0.5,,
