"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
85.7,760,0.05,0.072,0.1,,0.005,0.005
84.8,760,0.113,0.153,0.1,,0.005,0.005
84.4,760,0.15,0.19,0.1,,0.005,0.005
83.7,760,0.235,0.275,0.1,,0.005,0.005
83.4,760,0.285,0.339,0.1,,0.005,0.005
82.9,760,0.364,0.413,0.1,,0.005,0.005
82.8,760,0.388,0.432,0.1,,0.005,0.005
82.6,760,0.423,0.463,0.1,,0.005,0.005
82.3,760,0.478,0.513,0.1,,0.005,0.005
82.2,760,0.547,0.567,0.1,,0.005,0.005
82.2,760,0.61,0.63,0.1,,0.005,0.005
82.2,760,0.772,0.762,0.1,,0.005,0.005
82.3,760,0.8,0.79,0.1,,0.005,0.005
82.5,760,0.862,0.852,0.1,,0.005,0.005
82.7,760,0.9,0.89,0.1,,0.005,0.005
83.0,760,0.948,0.94,0.1,,0.005,0.005
