"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.19,1.26,0.6006,,0.02,0.005,0.001,0.001
283.27,1.405,0.6006,,0.02,0.005,0.001,0.001
293.22,1.715,0.6006,,0.02,0.005,0.001,0.001
303.07,2.065,0.6006,,0.02,0.005,0.001,0.001
313.37,2.465,0.6006,,0.02,0.005,0.001,0.001
323.07,2.855,0.6006,,0.02,0.005,0.001,0.001
333.19,3.285,0.6006,,0.02,0.005,0.001,0.001
343.36,3.74,0.6006,,0.02,0.005,0.001,0.001
353.47,4.192,0.6006,,0.02,0.005,0.001,0.001
363.74,4.657,0.6006,,0.02,0.005,0.001,0.001
373.72,5.117,0.6006,,0.02,0.005,0.001,0.001
383.68,5.567,0.6006,,0.02,0.005,0.001,0.001
393.66,6.007,0.6006,,0.02,0.005,0.001,0.001
403.62,6.442,0.6006,,0.02,0.005,0.001,0.001
413.61,6.867,0.6006,,0.02,0.005,0.001,0.001
423.6,7.257,0.6006,,0.02,0.005,0.001,0.001
433.57,7.627,0.6006,,0.02,0.005,0.001,0.001
443.61,7.973,0.6006,,0.02,0.005,0.001,0.001
453.88,8.288,0.6006,,0.02,0.005,0.001,0.001
463.52,8.543,0.6006,,0.02,0.005,0.001,0.001
473.49,8.754,0.6006,,0.02,0.005,0.001,0.001
493.24,8.919,0.6006,,0.02,0.005,0.001,0.001
503.03,8.759,0.6006,,0.02,0.005,0.001,0.001
512.6,8.269,0.6006,,0.02,0.005,0.001,0.001
519.03,7.584,0.6006,,0.02,0.005,0.001,0.001
