"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
241.0,500,0.112,0.132,,,,
240.0,500,0.19,0.215,,,,
239.0,500,0.29,0.318,,,,
238.1,500,0.383,0.416,,,,
237.2,500,0.48,0.512,,,,
236.3,500,0.591,0.621,,,,
235.2,500,0.692,0.716,,,,
234.2,500,0.791,0.815,,,,
233.25,500,0.906,0.91,,,,
