"T, K","P, bar",X,Y,T Err,P Err,X Err,Y Err
433.72,1.0,0.0,0.0,,+-0.00065,,
425.86,1.0,0.0265,0.2478,,+-0.00065,,
420.39,1.0,0.0479,0.3816,,+-0.00065,,
412.65,1.0,0.0841,0.545,,+-0.00065,,
408.88,1.0,0.1015,0.6043,,+-0.00065,,
405.33,1.0,0.1222,0.6559,,+-0.00065,,
400.98,1.0,0.1605,0.7392,,+-0.00065,,
389.87,1.0,0.2468,0.8462,,+-0.00065,,
379.31,1.0,0.3846,0.9272,,+-0.00065,,
374.67,1.0,0.4498,0.9463,,+-0.00065,,
371.75,1.0,0.5125,0.9564,,+-0.00065,,
369.61,1.0,0.5543,0.9606,,+-0.00065,,
366.82,1.0,0.6123,0.9686,,+-0.00065,,
363.9,1.0,0.6922,0.9786,,+-0.00065,,
361.9,1.0,0.7485,0.9841,,+-0.00065,,
360.02,1.0,0.8098,0.9893,,+-0.00065,,
359.03,1.0,0.8479,0.9917,,+-0.00065,,
359.12,1.0,0.8782,0.9934,,+-0.00065,,
357.0,1.0,0.9161,0.9958,,+-0.00065,,
356.21,1.0,0.9439,0.9971,,+-0.00065,,
355.07,1.0,0.9866,0.9993,,+-0.00065,,
354.59,1.0,1.0,1.0,,+-0.00065,,
