"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
145.0,3.316,0.0,0.0,+-0.1,+-0.15%,,
145.0,3.482,0.0131,0.032,+-0.1,+-0.15%,,
145.0,3.716,0.0282,0.0632,+-0.1,+-0.15%,,
145.0,4.02,0.0494,0.0959,+-0.1,+-0.15%,,
145.0,4.358,0.0756,0.1209,+-0.1,+-0.15%,,
145.0,4.495,0.0858,0.1277,+-0.1,+-0.15%,,
145.0,4.626,0.103,0.1314,+-0.1,+-0.15%,,
145.0,4.702,0.1206,0.1206,+-0.1,+-0.15%,,
