"T, deg.C","P, Torr",X,Y,T Err,P Err,X Err,Y Err
101.3,760,0.0626,0.4375,0.1,,,
92.8,760,0.1145,0.546,0.1,,,
80.1,760,0.2444,0.7134,0.1,,,
77.3,760,0.2885,0.7475,0.1,,,
74.0,760,0.3806,0.8014,0.1,,,
72.3,760,0.4663,0.8504,0.1,,,
69.5,760,0.6114,0.8778,0.1,,,
68.2,760,0.696,0.8925,0.1,,,
67.0,760,0.7912,0.92,0.1,,,
66.1,760,0.8585,0.9412,0.1,,,
65.7,760,0.9013,0.9545,0.1,,,
65.3,760,0.9295,0.968,0.1,,,
