"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,0.893,0.0,,0.02,+-0.1%,0.001,
313.15,1.071,0.028,,0.02,+-0.1%,0.001,
313.15,1.276,0.0613,,0.02,+-0.1%,0.001,
313.15,1.537,0.1023,,0.02,+-0.1%,0.001,
313.15,1.843,0.1515,,0.02,+-0.1%,0.001,
313.15,2.156,0.2019,,0.02,+-0.1%,0.001,
313.15,2.466,0.2523,,0.02,+-0.1%,0.001,
313.15,2.776,0.3021,,0.02,+-0.1%,0.001,
313.15,3.085,0.3527,,0.02,+-0.1%,0.001,
313.15,3.392,0.4027,,0.02,+-0.1%,0.001,
313.15,3.698,0.4528,,0.02,+-0.1%,0.001,
313.15,4.002,0.5028,,0.02,+-0.1%,0.001,
313.15,4.334,0.5528,,0.02,+-0.1%,0.001,
313.15,4.616,0.6026,,0.02,+-0.1%,0.001,
313.15,4.617,0.6022,,0.02,+-0.1%,0.001,
313.15,4.912,0.6521,,0.02,+-0.1%,0.001,
313.15,5.208,0.7007,,0.02,+-0.1%,0.001,
313.15,5.504,0.7504,,0.02,+-0.1%,0.001,
313.15,5.804,0.8028,,0.02,+-0.1%,0.001,
313.15,6.094,0.8504,,0.02,+-0.1%,0.001,
313.15,6.378,0.9001,,0.02,+-0.1%,0.001,
313.15,6.611,0.9391,,0.02,+-0.1%,0.001,
313.15,6.779,0.9653,,0.02,+-0.1%,0.001,
313.15,6.97,1.0,,0.02,+-0.1%,0.001,
