"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
318.213,330.97,0.03822,,,,,
318.213,323.43,0.09952,,,,,
318.213,310.97,0.19217,,,,,
318.213,278.16,0.36174,,,,,
318.213,251.69,0.4645,,,,,
318.213,217.66,0.56813,,,,,
318.213,178.95,0.66664,,,,,
318.213,136.44,0.76078,,,,,
318.213,77.65,0.87254,,,,,
