"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.15,16.52,0.0,0.0,,,,
348.15,17.04,0.0133,0.042,,,,
348.15,18.56,0.0581,0.157,,,,
348.15,19.88,0.1096,0.248,,,,
348.15,21.16,0.179,0.335,,,,
348.15,22.01,0.2471,0.394,,,,
348.15,22.59,0.3162,0.44,,,,
348.15,22.98,0.3885,0.48,,,,
348.15,23.28,0.4873,0.528,,,,
348.15,23.35,0.5702,0.567,,,,
348.15,23.22,0.6657,0.617,,,,
348.15,22.98,0.7294,0.658,,,,
348.15,22.41,0.8124,0.724,,,,
348.15,21.63,0.8815,0.797,,,,
348.15,20.52,0.9472,0.893,,,,
348.15,19.3,1.0,1.0,,,,
