"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
293.15,0.293,0.0,0.0,0.05,0.005,,
293.15,0.36,0.118,0.259,0.05,0.005,,
293.15,0.393,0.173,0.351,0.05,0.005,,
293.15,0.432,0.244,0.455,0.05,0.005,,
293.15,0.474,0.311,0.542,0.05,0.005,,
293.15,0.545,0.436,0.67,0.05,0.005,,
293.15,0.595,0.518,0.733,0.05,0.005,,
293.15,0.629,0.57,0.783,0.05,0.005,,
293.15,0.657,0.609,0.805,0.05,0.005,,
293.15,0.672,0.636,0.821,0.05,0.005,,
293.15,0.688,0.657,0.831,0.05,0.005,,
293.15,0.71,0.696,0.854,0.05,0.005,,
293.15,0.735,0.737,0.88,0.05,0.005,,
293.15,0.764,0.782,0.902,0.05,0.005,,
293.15,0.785,0.811,0.921,0.05,0.005,,
293.15,0.795,0.827,0.925,0.05,0.005,,
293.15,0.814,0.861,0.941,0.05,0.005,,
293.15,0.824,0.873,0.946,0.05,0.005,,
293.15,0.846,0.897,0.959,0.05,0.005,,
293.15,0.857,0.919,0.97,0.05,0.005,,
293.15,0.91,1.0,1.0,0.05,0.005,,
