"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-50,10,0.086,,,,,
-50,20,0.168,,,,,
-50,30,0.244,,,,,
-50,40,0.312,,,,,
-50,50,0.37,,,,,
-50,60,0.424,,,,,
-50,70,0.472,,,,,
