"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
308.15,42.18,0.0,,,,,
308.15,50.81,0.0506,,,,,
308.15,51.98,0.1047,,,,,
308.15,53.14,0.1988,,,,,
308.15,52.62,0.2903,,,,,
308.15,51.83,0.3992,,,,,
308.15,50.31,0.5249,,,,,
308.15,49.2,0.6184,,,,,
308.15,47.0,0.7238,,,,,
308.15,44.96,0.791,,,,,
308.15,41.96,0.8574,,,,,
308.15,35.45,1.0,,,,,
