"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
250.0,0.0395,0.0,0.0,+- 0.02,,+- 0.002,+- 0.002
250.0,0.276,0.0603,0.8567,+- 0.02,,+- 0.002,+- 0.002
250.0,0.326,0.0743,0.8775,+- 0.02,,+- 0.002,+- 0.002
250.0,0.4049,0.0972,0.9019,+- 0.02,,+- 0.002,+- 0.002
250.0,0.5253,0.133,0.9246,+- 0.02,,+- 0.002,+- 0.002
250.0,0.6433,0.1728,0.9384,+- 0.02,,+- 0.002,+- 0.002
250.0,0.8267,0.2407,0.9524,+- 0.02,,+- 0.002,+- 0.002
250.0,0.8425,0.2459,0.9533,+- 0.02,,+- 0.002,+- 0.002
250.0,0.997,0.3144,0.9612,+- 0.02,,+- 0.002,+- 0.002
250.0,1.0101,0.3324,0.9612,+- 0.02,,+- 0.002,+- 0.002
250.0,1.1376,0.4097,0.9673,+- 0.02,,+- 0.002,+- 0.002
250.0,1.2645,0.5063,0.9715,+- 0.02,,+- 0.002,+- 0.002
250.0,1.3527,0.578,0.9746,+- 0.02,,+- 0.002,+- 0.002
250.0,1.4175,0.6356,0.9768,+- 0.02,,+- 0.002,+- 0.002
250.0,1.4734,0.7003,0.9789,+- 0.02,,+- 0.002,+- 0.002
250.0,1.4761,0.7171,0.9794,+- 0.02,,+- 0.002,+- 0.002
250.0,1.5203,0.7639,0.981,+- 0.02,,+- 0.002,+- 0.002
250.0,1.5761,0.8229,0.9838,+- 0.02,,+- 0.002,+- 0.002
250.0,1.6451,0.9024,0.988,+- 0.02,,+- 0.002,+- 0.002
250.0,1.6485,0.9001,0.9873,+- 0.02,,+- 0.002,+- 0.002
