"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
383.0,5.379,0.966,0.969,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,5.119,0.926,0.963,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,4.783,0.853,0.957,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,4.303,0.76,0.948,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,3.982,0.71,0.942,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,3.607,0.628,0.937,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,3.301,0.56,0.922,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,3.248,0.55,0.912,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,3.097,0.524,0.907,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,2.893,0.472,0.903,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,2.503,0.404,0.886,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,2.16,0.338,0.867,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,1.934,0.289,0.851,+-0.05,+-0.5%,+-0.005,+-0.005
383.0,1.485,0.211,0.821,+-0.05,+-0.5%,+-0.005,+-0.005
