"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
393.1,6.09,0.2536,0.013,,,,
393.1,6.09,0.2486,0.013,,,,
393.1,6.09,0.2503,0.0124,,,,
393.1,8.09,0.3349,0.0141,,,,
393.1,8.09,0.3379,0.0139,,,,
393.1,8.09,0.3358,0.0137,,,,
393.1,10.09,0.413,0.0162,,,,
393.1,10.09,0.4137,0.0162,,,,
393.1,10.09,0.4165,0.0164,,,,
393.1,12.09,0.4993,0.0215,,,,
393.1,12.09,0.5032,0.0204,,,,
393.1,14.09,0.5758,0.0283,,,,
393.1,14.09,0.5796,0.0294,,,,
393.1,16.09,0.6666,0.0447,,,,
393.1,16.09,0.6649,0.0443,,,,
393.1,18.09,0.7837,0.0901,,,,
393.1,18.09,0.7815,0.0898,,,,
393.1,18.09,0.7792,0.09,,,,
