"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,0.192,1.0,,,,,
298.15,33.972,0.7635,,,,,
298.15,50.158,0.6594,,,,,
298.15,56.728,0.6034,,,,,
298.15,71.513,0.4913,,,,,
298.15,83.899,0.4407,,,,,
298.15,90.556,0.3974,,,,,
298.15,125.464,0.1656,,,,,
298.15,137.244,0.0893,,,,,
298.15,151.234,0.0,,,,,
