"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,50.85,0.0758,0.1603,,,,
298.15,57.46,0.1927,0.3512,,,,
298.15,64.12,0.3163,0.5049,,,,
298.15,65.06,0.3332,0.5232,,,,
298.15,69.32,0.415,0.6045,,,,
298.15,73.62,0.494,0.6739,,,,
298.15,75.88,0.544,0.714,,,,
298.15,79.35,0.6033,0.7584,,,,
298.15,81.36,0.6411,0.7852,,,,
298.15,83.55,0.7,0.8247,,,,
298.15,91.98,0.8767,0.9324,,,,
