"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
381.93,302.5,0.0,0.0,+-0.01,+-0.1,,
381.62,302.5,0.0064,0.0136,+-0.01,+-0.1,,
380.48,302.5,0.0383,0.0866,+-0.01,+-0.1,,
380.11,302.5,0.0475,0.1055,+-0.01,+-0.1,,
379.45,302.5,0.0609,0.1324,+-0.01,+-0.1,,
379.03,302.5,0.0725,0.1542,+-0.01,+-0.1,,
378.16,302.5,0.091,0.1874,+-0.01,+-0.1,,
377.39,302.5,0.1108,0.2288,+-0.01,+-0.1,,
376.58,302.5,0.1346,0.2679,+-0.01,+-0.1,,
375.72,302.5,0.1588,0.3012,+-0.01,+-0.1,,
374.7,302.5,0.1922,0.3472,+-0.01,+-0.1,,
373.68,302.5,0.231,0.3914,+-0.01,+-0.1,,
372.97,302.5,0.2631,0.4247,+-0.01,+-0.1,,
372.66,302.5,0.2897,0.4447,+-0.01,+-0.1,,
372.1,302.5,0.3172,0.4681,+-0.01,+-0.1,,
371.66,302.5,0.3413,0.4912,+-0.01,+-0.1,,
371.16,302.5,0.3629,0.5113,+-0.01,+-0.1,,
370.71,302.5,0.4,0.5405,+-0.01,+-0.1,,
370.27,302.5,0.4445,0.5736,+-0.01,+-0.1,,
370.69,302.5,0.424,0.55,+-0.01,+-0.1,,
369.93,302.5,0.4874,0.6001,+-0.01,+-0.1,,
370.05,302.5,0.472,0.5813,+-0.01,+-0.1,,
369.72,302.5,0.5182,0.616,+-0.01,+-0.1,,
368.91,302.5,0.6295,0.6785,+-0.01,+-0.1,,
368.88,302.5,0.6622,0.6927,+-0.01,+-0.1,,
368.7,302.5,0.689,0.7086,+-0.01,+-0.1,,
368.67,302.5,0.7113,0.7189,+-0.01,+-0.1,,
368.8,302.5,0.7299,0.73,+-0.01,+-0.1,,
368.76,302.5,0.7681,0.7534,+-0.01,+-0.1,,
368.78,302.5,0.7941,0.7723,+-0.01,+-0.1,,
368.86,302.5,0.8039,0.7791,+-0.01,+-0.1,,
368.88,302.5,0.8089,0.78,+-0.01,+-0.1,,
369.2,302.5,0.8492,0.8113,+-0.01,+-0.1,,
369.23,302.5,0.8652,0.8269,+-0.01,+-0.1,,
369.49,302.5,0.8881,0.8455,+-0.01,+-0.1,,
369.66,302.5,0.9142,0.8734,+-0.01,+-0.1,,
370.43,302.5,0.9463,0.9121,+-0.01,+-0.1,,
370.78,302.5,0.9628,0.9355,+-0.01,+-0.1,,
371.74,302.5,0.9923,0.9864,+-0.01,+-0.1,,
371.97,302.5,1.0,1.0,+-0.01,+-0.1,,
