"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
523.15,246.0,0.0,0.0,+-0.1,+-0.7,+-0.001,+-0.001
523.15,254.1,0.022,0.04,+-0.1,+-0.7,+-0.001,+-0.001
523.15,261.9,0.05,0.085,+-0.1,+-0.7,+-0.001,+-0.001
523.15,265.1,0.061,0.102,+-0.1,+-0.7,+-0.001,+-0.001
523.15,270.8,0.087,0.138,+-0.1,+-0.7,+-0.001,+-0.001
523.15,285.0,0.176,0.25,+-0.1,+-0.7,+-0.001,+-0.001
523.15,289.0,0.205,0.285,+-0.1,+-0.7,+-0.001,+-0.001
523.15,300.8,0.307,0.381,+-0.1,+-0.7,+-0.001,+-0.001
523.15,306.8,0.425,0.493,+-0.1,+-0.7,+-0.001,+-0.001
523.15,313.7,0.554,0.593,+-0.1,+-0.7,+-0.001,+-0.001
523.15,315.3,0.606,0.632,+-0.1,+-0.7,+-0.001,+-0.001
523.15,318.8,0.67,0.685,+-0.1,+-0.7,+-0.001,+-0.001
523.15,318.8,0.725,0.729,+-0.1,+-0.7,+-0.001,+-0.001
523.15,318.4,0.779,0.775,+-0.1,+-0.7,+-0.001,+-0.001
523.15,317.4,0.817,0.807,+-0.1,+-0.7,+-0.001,+-0.001
523.15,316.4,0.845,0.834,+-0.1,+-0.7,+-0.001,+-0.001
523.15,314.7,0.889,0.875,+-0.1,+-0.7,+-0.001,+-0.001
523.15,312.6,0.918,0.908,+-0.1,+-0.7,+-0.001,+-0.001
523.15,311.4,0.958,0.95,+-0.1,+-0.7,+-0.001,+-0.001
523.15,308.3,0.994,0.99,+-0.1,+-0.7,+-0.001,+-0.001
523.15,308.3,1.0,1.0,+-0.1,+-0.7,+-0.001,+-0.001
