"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,9.638,0.0372,0.2974,+-0.02,0.004,0.0005,0.0005
313.15,11.591,0.077,0.4359,+-0.02,0.004,0.0005,0.0005
313.15,13.473,0.1364,0.5337,+-0.02,0.004,0.0005,0.0005
313.15,13.982,0.1599,0.5566,+-0.02,0.004,0.0005,0.0005
313.15,15.075,0.2311,0.6018,+-0.02,0.004,0.0005,0.0005
313.15,15.569,0.2878,0.6239,+-0.02,0.004,0.0005,0.0005
313.15,15.755,0.3266,0.6352,+-0.02,0.004,0.0005,0.0005
313.15,15.982,0.366,0.6446,+-0.02,0.004,0.0005,0.0005
313.15,16.233,0.4432,0.6587,+-0.02,0.004,0.0005,0.0005
313.15,16.282,0.4647,0.6619,+-0.02,0.004,0.0005,0.0005
313.15,16.372,0.5109,0.6681,+-0.02,0.004,0.0005,0.0005
313.15,16.428,0.5557,0.6736,+-0.02,0.004,0.0005,0.0005
313.15,16.436,0.58,0.6765,+-0.02,0.004,0.0005,0.0005
313.15,16.481,0.6116,0.6803,+-0.02,0.004,0.0005,0.0005
313.15,16.509,0.6918,0.6911,+-0.02,0.004,0.0005,0.0005
313.15,16.508,0.7358,0.6983,+-0.02,0.004,0.0005,0.0005
313.15,16.303,0.8688,0.7273,+-0.02,0.004,0.0005,0.0005
313.15,16.207,0.8891,0.7332,+-0.02,0.004,0.0005,0.0005
313.15,16.222,0.8912,0.7339,+-0.02,0.004,0.0005,0.0005
313.15,16.076,0.9122,0.7414,+-0.02,0.004,0.0005,0.0005
313.15,16.077,0.9133,0.7419,+-0.02,0.004,0.0005,0.0005
313.15,15.587,0.9551,0.7724,+-0.02,0.004,0.0005,0.0005
313.15,15.121,0.9704,0.8003,+-0.02,0.004,0.0005,0.0005
313.15,14.222,0.9861,0.8617,+-0.02,0.004,0.0005,0.0005
