"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
424.26,1.345,0.371,,+-0.05,+-0.01,0.001,
433.88,1.66,0.371,,+-0.05,+-0.01,0.001,
443.09,2.005,0.371,,+-0.05,+-0.01,0.001,
452.29,2.39,0.371,,+-0.05,+-0.01,0.001,
464.53,2.985,0.371,,+-0.05,+-0.01,0.001,
474.38,3.515,0.371,,+-0.05,+-0.01,0.001,
484.49,4.115,0.371,,+-0.05,+-0.01,0.001,
494.14,4.717,0.371,,+-0.05,+-0.01,0.001,
503.89,5.352,0.371,,+-0.05,+-0.01,0.001,
513.63,5.973,0.371,,+-0.05,+-0.01,0.001,
522.97,6.508,0.371,,+-0.05,+-0.01,0.001,
532.53,6.831,0.371,,+-0.05,+-0.01,0.001,
535.33,6.812,0.371,,+-0.05,+-0.01,0.001,
537.2,6.76,0.371,,+-0.05,+-0.01,0.001,
