"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
80,125,0.052,0.815,,,,
80,237,0.11,0.894,,,,
80,355,0.167,0.923,,,,
80,444,0.207,0.934,,,,
80,593,0.287,0.943,,,,
80,719,0.353,0.948,,,,
80,854,0.422,0.947,,,,
80,973,0.486,0.947,,,,
80,1084,0.541,0.949,,,,
80,1203,0.599,0.945,,,,
80,1327,0.683,0.93,,,,
80,1458,0.752,0.918,,,,
80,1518,0.805,0.906,,,,
80,1546,0.821,0.886,,,,
