"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
25,234.91,0.2077,0.6184,+-0.005,+-0.04,+-0.00005,+-0.00005
25,242.89,0.2868,0.6452,+-0.005,+-0.04,+-0.00005,+-0.00005
25,249.17,0.352,0.6609,+-0.005,+-0.04,+-0.00005,+-0.00005
25,253.06,0.4158,0.6737,+-0.005,+-0.04,+-0.00005,+-0.00005
25,256.38,0.4847,0.6867,+-0.005,+-0.04,+-0.00005,+-0.00005
25,259.16,0.5654,0.7025,+-0.005,+-0.04,+-0.00005,+-0.00005
25,260.76,0.6311,0.7156,+-0.005,+-0.04,+-0.00005,+-0.00005
25,261.58,0.6809,0.7272,+-0.005,+-0.04,+-0.00005,+-0.00005
25,262.1,0.7316,0.7403,+-0.005,+-0.04,+-0.00005,+-0.00005
25,261.26,0.799,0.7681,+-0.005,+-0.04,+-0.00005,+-0.00005
25,258.97,0.861,0.7976,+-0.005,+-0.04,+-0.00005,+-0.00005
25,253.48,0.9209,0.8536,+-0.005,+-0.04,+-0.00005,+-0.00005
