"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
65,184.8,0.0489,0.1386,+-0.03,+-0.05,,
65,195.4,0.0782,0.209,+-0.03,+-0.05,,
65,220.6,0.1483,0.3498,+-0.03,+-0.05,,
65,241.3,0.2081,0.4475,+-0.03,+-0.05,,
65,264.0,0.2732,0.5359,+-0.03,+-0.05,,
65,296.4,0.3646,0.6372,+-0.03,+-0.05,,
65,325.9,0.4487,0.7122,+-0.03,+-0.05,,
65,342.3,0.4959,0.7492,+-0.03,+-0.05,,
65,360.8,0.5491,0.7853,+-0.03,+-0.05,,
65,391.3,0.6362,0.8402,+-0.03,+-0.05,,
65,405.6,0.6961,0.8621,+-0.03,+-0.05,,
65,423.2,0.7242,0.8864,+-0.03,+-0.05,,
65,448.1,0.7947,0.9199,+-0.03,+-0.05,,
65,461.2,0.8306,0.9356,+-0.03,+-0.05,,
65,475.1,0.8753,0.9538,+-0.03,+-0.05,,
65,485.4,0.9054,0.9655,+-0.03,+-0.05,,
