"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
363.15,11.44,0.0,0.0,,,,
363.15,11.62,0.0263,0.0416,,,,
363.15,11.93,0.0708,0.1057,,,,
363.15,12.22,0.1186,0.1689,,,,
363.15,12.51,0.1737,0.2357,,,,
363.15,12.81,0.2382,0.3066,,,,
363.15,13.05,0.2984,0.368,,,,
363.15,13.27,0.3594,0.4268,,,,
363.15,13.39,0.389,0.4556,,,,
363.15,13.57,0.4476,0.5083,,,,
363.15,13.77,0.5149,0.568,,,,
363.15,13.93,0.5817,0.6255,,,,
363.15,14.11,0.6684,0.7002,,,,
363.15,14.23,0.743,0.7646,,,,
363.15,14.34,0.8292,0.8405,,,,
363.15,14.41,0.905,0.9096,,,,
363.15,14.45,0.9601,0.9615,,,,
363.15,14.46,1.0,1.0,,,,
