"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
30.0,21.0,0.784,0.00325,+-0.04,0.25,+-0.5%,+-0.5%
30.0,42.0,0.72,0.0014,+-0.04,0.25,+-0.5%,+-0.5%
30.0,80.0,0.7,0.00076,+-0.04,0.25,+-0.5%,+-0.5%
30.0,140.0,0.675,0.000515,+-0.04,0.25,+-0.5%,+-0.5%
30.0,195.0,0.658,0.00044,+-0.04,0.25,+-0.5%,+-0.5%
