"T, deg.C","P, Torr",X,Y,T Err,P Err,X Err,Y Err
75.0,760,0.0465,0.1585,0.1,,,
73.0,760,0.1,0.252,0.1,,,
71.4,760,0.1525,0.3275,0.1,,,
69.9,760,0.2005,0.3855,0.1,,,
67.3,760,0.3095,0.4863,0.1,,,
65.7,760,0.4195,0.5724,0.1,,,
64.0,760,0.61,0.6886,0.1,,,
64.0,760,0.6142,0.6932,0.1,,,
63.6,760,0.7126,0.7512,0.1,,,
63.5,760,0.8088,0.8174,0.1,,,
63.6,760,0.8566,0.856,0.1,,,
63.8,760,0.903,0.8951,0.1,,,
64.2,760,0.9475,0.9385,0.1,,,
