"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-25,400,0.0556,0.452,+- 0.05,+- 3,,
-25,600,0.106,0.569,+- 0.05,+- 3,,
-25,800,0.157,0.643,+- 0.05,+- 3,,
-25,1000,0.219,0.682,+- 0.05,+- 3,,
-25,1400,0.359,0.637,+- 0.05,+- 3,,
-25,1500,0.432,0.556,+- 0.05,+- 3,,
