"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
399.7,21.2,0.0,0.0,,,,
399.7,31.4,0.036,0.251,,,,
399.7,43.3,0.079,0.376,,,,
399.7,54.7,0.135,0.496,,,,
399.7,66.3,0.182,0.547,,,,
399.7,75.2,0.217,0.569,,,,
399.7,87.6,0.277,0.601,,,,
399.7,102.0,0.333,0.613,,,,
399.7,112.0,0.38,0.613,,,,
399.7,117.0,0.416,0.602,,,,
