"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
411.93,205.0,0.0,0.0,+-0.01,+-0.1,,
411.47,205.0,0.0001,0.0009,+-0.01,+-0.1,,
411.07,205.0,0.003,0.013,+-0.01,+-0.1,,
409.11,205.0,0.0186,0.0853,+-0.01,+-0.1,,
409.56,205.0,0.0174,0.0878,+-0.01,+-0.1,,
406.72,205.0,0.0395,0.1685,+-0.01,+-0.1,,
403.83,205.0,0.0725,0.2474,+-0.01,+-0.1,,
400.95,205.0,0.1141,0.3544,+-0.01,+-0.1,,
398.61,205.0,0.1543,0.4318,+-0.01,+-0.1,,
397.03,205.0,0.1815,0.4663,+-0.01,+-0.1,,
394.34,205.0,0.229,0.5343,+-0.01,+-0.1,,
392.29,205.0,0.275,0.5881,+-0.01,+-0.1,,
390.75,205.0,0.3239,0.6333,+-0.01,+-0.1,,
388.2,205.0,0.3983,0.6865,+-0.01,+-0.1,,
386.4,205.0,0.4572,0.7217,+-0.01,+-0.1,,
384.38,205.0,0.5523,0.7651,+-0.01,+-0.1,,
383.24,205.0,0.6079,0.7956,+-0.01,+-0.1,,
381.85,205.0,0.7037,0.8315,+-0.01,+-0.1,,
380.98,205.0,0.7594,0.8641,+-0.01,+-0.1,,
380.43,205.0,0.8324,0.8939,+-0.01,+-0.1,,
379.87,205.0,0.8794,0.9252,+-0.01,+-0.1,,
379.43,205.0,0.9079,0.9373,+-0.01,+-0.1,,
378.95,205.0,0.9431,0.9574,+-0.01,+-0.1,,
378.43,205.0,0.9674,0.9766,+-0.01,+-0.1,,
378.56,205.0,0.9899,0.9964,+-0.01,+-0.1,,
378.01,205.0,1.0,1.0,+-0.01,+-0.1,,
