"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
280,506,0.28,0.068,+-0.5,+-3,,
280,755,0.407,0.163,+-0.5,+-3,,
280,1004,0.416,0.281,+-0.5,+-3,,
