"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
71.28,760,0.074,0.117,+-0.01,+-2,,
71.03,760,0.088,0.137,+-0.01,+-2,,
69.78,760,0.158,0.224,+-0.01,+-2,,
69.14,760,0.196,0.282,+-0.01,+-2,,
68.35,760,0.247,0.343,+-0.01,+-2,,
67.36,760,0.301,0.412,+-0.01,+-2,,
66.72,760,0.338,0.451,+-0.01,+-2,,
66.33,760,0.353,0.48,+-0.01,+-2,,
65.78,760,0.396,0.518,+-0.01,+-2,,
64.83,760,0.456,0.58,+-0.01,+-2,,
64.03,760,0.506,0.631,+-0.01,+-2,,
62.55,760,0.603,0.723,+-0.01,+-2,,
61.41,760,0.682,0.786,+-0.01,+-2,,
60.54,760,0.743,0.834,+-0.01,+-2,,
59.88,760,0.781,0.861,+-0.01,+-2,,
58.92,760,0.861,0.917,+-0.01,+-2,,
58.48,760,0.892,0.935,+-0.01,+-2,,
58.42,760,0.917,0.95,+-0.01,+-2,,
