"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
373.1,0.118,0.0138,,0.1,,+-0.005,+-0.005
373.63,0.126,0.0195,0.2146,0.1,,+-0.005,+-0.005
373.03,0.146,0.0282,0.2768,0.1,,+-0.005,+-0.005
372.78,0.147,0.032,,0.1,,+-0.005,+-0.005
372.88,0.172,0.045,0.2919,0.1,,+-0.005,+-0.005
374.91,0.208,0.0538,0.441,0.1,,+-0.005,+-0.005
372.21,0.28,0.1116,0.7171,0.1,,+-0.005,+-0.005
374.58,0.332,0.1135,0.6641,0.1,,+-0.005,+-0.005
446.08,1.159,0.0405,0.2602,0.1,,+-0.005,+-0.005
446.18,2.064,0.1268,0.6154,0.1,,+-0.005,+-0.005
