"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
35,126.5,0.0,,+-0.10,0.5,+-0.001,+-0.001
35,128.5,0.064,,+-0.10,0.5,+-0.001,+-0.001
35,131.5,0.134,,+-0.10,0.5,+-0.001,+-0.001
35,134.5,0.266,,+-0.10,0.5,+-0.001,+-0.001
35,135.5,0.33,,+-0.10,0.5,+-0.001,+-0.001
35,136.5,0.392,,+-0.10,0.5,+-0.001,+-0.001
35,137.5,0.455,,+-0.10,0.5,+-0.001,+-0.001
35,139.0,0.519,,+-0.10,0.5,+-0.001,+-0.001
35,140.5,0.595,,+-0.10,0.5,+-0.001,+-0.001
35,142.0,0.651,,+-0.10,0.5,+-0.001,+-0.001
35,143.5,0.728,,+-0.10,0.5,+-0.001,+-0.001
35,145.0,0.795,,+-0.10,0.5,+-0.001,+-0.001
35,146.5,0.86,,+-0.10,0.5,+-0.001,+-0.001
35,147.5,0.921,,+-0.10,0.5,+-0.001,+-0.001
35,148.0,1.0,,+-0.10,0.5,+-0.001,+-0.001
