"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
50,494.84,1.0,,+-0.05,+-0.05,,
50,654.16,0.9714,,+-0.05,+-0.05,,
50,838.2,0.938,,+-0.05,+-0.05,,
50,1148.4,0.8778,,+-0.05,+-0.05,,
50,1481.0,0.8078,,+-0.05,+-0.05,,
50,1879.7,0.7064,,+-0.05,+-0.05,,
50,2149.7,0.6069,,+-0.05,+-0.05,,
50,2278.8,0.528,,+-0.05,+-0.05,,
50,2352.1,0.485,,+-0.05,+-0.05,,
50,2384.7,0.3919,,+-0.05,+-0.05,,
50,2406.8,0.3044,,+-0.05,+-0.05,,
50,2406.3,0.3006,,+-0.05,+-0.05,,
50,2413.5,0.1994,,+-0.05,+-0.05,,
50,2414.8,0.1769,,+-0.05,+-0.05,,
50,2406.6,0.1101,,+-0.05,+-0.05,,
50,2352.1,0.0531,,+-0.05,+-0.05,,
50,2240.2,0.0276,,+-0.05,+-0.05,,
50,2035.2,0.0,,+-0.05,+-0.05,,
