"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
308.15,44.85,0.006,,,,,
308.15,45.28,0.0078,,,,,
308.15,46.23,0.0213,,,,,
308.15,46.14,0.0285,,,,,
308.15,46.27,0.0479,,,,,
308.15,46.22,0.0689,,,,,
308.15,46.32,0.1036,,,,,
308.15,46.11,0.1493,,,,,
308.15,46.08,0.1945,,,,,
308.15,44.89,0.3086,,,,,
308.15,42.81,0.4014,,,,,
308.15,39.66,0.4942,,,,,
308.15,35.6,0.5929,,,,,
308.15,31.02,0.6983,,,,,
308.15,27.34,0.7905,,,,,
308.15,24.47,0.8394,,,,,
308.15,12.72,1.0,,,,,
