"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
200,268,0.017,0.145,,,,
200,286,0.024,0.198,,,,
200,305,0.039,0.253,,,,
200,321,0.052,0.297,,,,
200,339,0.072,0.336,,,,
200,349,0.105,0.363,,,,
200,361,0.151,0.39,,,,
200,369,0.201,0.413,,,,
200,394,0.389,0.495,,,,
200,402,0.521,0.564,,,,
200,407,0.599,0.613,,,,
200,404,0.61,0.618,,,,
200,406,0.65,0.648,,,,
200,403,0.682,0.673,,,,
200,404,0.706,0.691,,,,
200,397,0.788,0.762,,,,
200,389,0.862,0.837,,,,
200,379,0.934,0.917,,,,
