"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
318,14.4,0.108,0.998,,,,
318,27.6,0.198,0.9986,,,,
318,41.8,0.325,0.9985,,,,
318,57.7,0.462,0.9977,,,,
318,69.9,0.611,0.9965,,,,
318,79.3,0.772,0.9949,,,,
