"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
523.15,10,0.0161,0.9856,0.2,+-0.1,,
523.15,20,0.0332,0.992,0.2,+-0.1,,
523.15,30,0.0486,0.994,0.2,+-0.1,,
523.15,40,0.0658,0.995,0.2,+-0.1,,
523.15,50,0.0803,0.9955,0.2,+-0.1,,
