"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,2.264,0.0,,0.02,+-0.1%,0.001,
313.15,2.414,0.0314,,0.02,+-0.1%,0.001,
313.15,2.553,0.0626,,0.02,+-0.1%,0.001,
313.15,2.726,0.1015,,0.02,+-0.1%,0.001,
313.15,2.946,0.1503,,0.02,+-0.1%,0.001,
313.15,3.189,0.2022,,0.02,+-0.1%,0.001,
313.15,3.602,0.2919,,0.02,+-0.1%,0.001,
313.15,3.654,0.303,,0.02,+-0.1%,0.001,
313.15,3.888,0.3529,,0.02,+-0.1%,0.001,
313.15,4.154,0.403,,0.02,+-0.1%,0.001,
313.15,4.362,0.4528,,0.02,+-0.1%,0.001,
313.15,4.602,0.5031,,0.02,+-0.1%,0.001,
313.15,4.841,0.5527,,0.02,+-0.1%,0.001,
313.15,5.097,0.6026,,0.02,+-0.1%,0.001,
313.15,5.069,0.6029,,0.02,+-0.1%,0.001,
313.15,5.316,0.6527,,0.02,+-0.1%,0.001,
313.15,5.544,0.7023,,0.02,+-0.1%,0.001,
313.15,5.792,0.7522,,0.02,+-0.1%,0.001,
313.15,6.026,0.8015,,0.02,+-0.1%,0.001,
313.15,6.265,0.8515,,0.02,+-0.1%,0.001,
313.15,6.481,0.9018,,0.02,+-0.1%,0.001,
313.15,6.683,0.9406,,0.02,+-0.1%,0.001,
313.15,6.81,0.9705,,0.02,+-0.1%,0.001,
313.15,6.977,1.0,,0.02,+-0.1%,0.001,
