"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
50.6,1.345,0.794,,+-0.2,+-0.02,,
71.0,1.999,0.794,,+-0.2,+-0.02,,
101.8,3.282,0.794,,+-0.2,+-0.02,,
