"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
90,282,0.013,0.05,+-0.1,+-1,,
90,305,0.045,0.15,+-0.1,+-1,,
90,321,0.072,0.215,+-0.1,+-1,,
90,349,0.118,0.306,+-0.1,+-1,,
90,377,0.175,0.382,+-0.1,+-1,,
90,404,0.234,0.46,+-0.1,+-1,,
90,422,0.284,0.51,+-0.1,+-1,,
90,438,0.368,0.565,+-0.1,+-1,,
90,453,0.44,0.59,+-0.1,+-1,,
90,456,0.472,0.62,+-0.1,+-1,,
90,465,0.535,0.645,+-0.1,+-1,,
90,468,0.634,0.68,+-0.1,+-1,,
90,470,0.696,0.714,+-0.1,+-1,,
90,470,0.705,0.72,+-0.1,+-1,,
90,464,0.818,0.775,+-0.1,+-1,,
90,449,0.906,0.85,+-0.1,+-1,,
90,433,0.96,0.919,+-0.1,+-1,,
