"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
65.8,55.85,0.0,0.0,,,0.001,0.001
65.8,57.75,0.0321,0.0609,,,0.001,0.001
65.8,59.51,0.067,0.1251,,,0.001,0.001
65.7,66.01,0.1805,0.3097,,,0.001,0.001
65.7,69.68,0.2452,0.3979,,,0.001,0.001
65.8,73.24,0.3095,0.4731,,,0.001,0.001
65.8,78.01,0.3994,0.5699,,,0.001,0.001
65.8,80.6,0.4438,0.6115,,,0.001,0.001
65.8,82.55,0.4894,0.6503,,,0.001,0.001
65.8,87.35,0.5764,0.7244,,,0.001,0.001
65.8,91.81,0.673,0.7949,,,0.001,0.001
65.8,95.83,0.7522,0.8495,,,0.001,0.001
65.8,100.16,0.8419,0.9066,,,0.001,0.001
65.8,104.72,0.93,0.9594,,,0.001,0.001
65.8,107.89,1.0,1.0,,,0.001,0.001
