"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
313.4,1.03,0.023,0.857,+-0.2,+-0.02,0.002,0.006
313.4,2.01,0.05,0.93,+-0.2,+-0.02,0.002,0.006
313.4,3.99,0.101,0.953,+-0.2,+-0.02,0.004,0.004
313.4,6.05,0.154,0.958,+-0.2,+-0.02,0.005,0.003
313.4,8.03,0.205,0.958,+-0.2,+-0.02,0.007,0.003
313.4,10.05,0.262,0.959,+-0.2,+-0.02,0.008,0.002
313.4,12.47,0.315,0.951,+-0.2,+-0.02,0.008,0.003
313.4,13.22,0.342,,+-0.2,+-0.02,0.009,
313.4,15.05,0.394,0.938,+-0.2,+-0.02,0.009,0.004
313.4,17.5,0.453,0.922,+-0.2,+-0.02,0.01,0.004
313.4,20.25,0.543,0.888,+-0.2,+-0.02,0.01,0.005
