"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
477.6,0.841,0.0448,0.6356,+-0.06,+-0.1%,,
477.6,1.72,0.1215,0.7989,+-0.06,+-0.1%,,
477.6,3.68,0.2805,0.8922,+-0.06,+-0.1%,,
477.6,6.32,0.4515,0.9179,+-0.06,+-0.1%,,
477.6,8.65,0.5909,0.92,+-0.06,+-0.1%,,
477.6,10.7,0.685,0.9178,+-0.06,+-0.1%,,
477.6,10.83,0.6888,0.916,+-0.06,+-0.1%,,
477.6,11.58,0.7249,0.9142,+-0.06,+-0.1%,,
477.6,12.16,0.7463,0.907,+-0.06,+-0.1%,,
477.6,12.31,0.762,0.8999,+-0.06,+-0.1%,,
477.6,12.75,0.7912,0.8912,+-0.06,+-0.1%,,
477.6,13.06,0.827,0.8786,+-0.06,+-0.1%,,
