"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
55,98.3,,0.0008,+-0.2,,,
55,110.3,,0.0027,+-0.2,,,
55,133.7,,0.0105,+-0.2,,,
55,176.9,,0.021,+-0.2,,,
55,208.0,,0.0248,+-0.2,,,
55,269.4,,0.0411,+-0.2,,,
55,94.2,0.536,,+-0.2,,,
55,107.0,0.519,,+-0.2,,,
55,136.1,0.463,,+-0.2,,,
55,174.8,0.434,,+-0.2,,,
55,210.5,0.406,,+-0.2,,,
55,262.6,0.276,,+-0.2,,,
55,275.8,0.303,,+-0.2,,,
