"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
65.8,63.17,0.0,0.0,,,0.001,0.001
65.8,66.0,0.0249,0.0643,,,0.001,0.001
65.8,66.65,0.0352,0.0835,,,0.001,0.001
65.8,76.82,0.1445,0.2859,,,0.001,0.001
65.8,78.09,0.1638,0.3091,,,0.001,0.001
65.8,84.9,0.2599,0.4277,,,0.001,0.001
65.7,89.76,0.3518,0.5141,,,0.001,0.001
65.8,90.74,0.3669,0.5268,,,0.001,0.001
65.8,95.32,0.4679,0.6062,,,0.001,0.001
65.8,98.67,0.5501,0.6646,,,0.001,0.001
65.8,102.63,0.6793,0.7502,,,0.001,0.001
65.8,104.39,0.7588,0.8043,,,0.001,0.001
65.8,105.68,0.8253,0.8517,,,0.001,0.001
65.7,106.37,0.8752,0.8924,,,0.001,0.001
65.8,107.82,0.9494,0.9528,,,0.001,0.001
65.8,107.89,1.0,1.0,,,0.001,0.001
