"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
97.8,760,0.021,0.037,,+-0.2,,
95.9,760,0.082,0.142,,+-0.2,,
94.1,760,0.142,0.236,,+-0.2,,
92.2,760,0.209,0.328,,+-0.2,,
90.8,760,0.261,0.396,,+-0.2,,
89.3,760,0.322,0.468,,+-0.2,,
87.9,760,0.378,0.531,,+-0.2,,
86.5,760,0.438,0.591,,+-0.2,,
85.2,760,0.497,0.645,,+-0.2,,
85.1,760,0.501,0.65,,+-0.2,,
83.8,760,0.564,0.706,,+-0.2,,
82.5,760,0.631,0.758,,+-0.2,,
81.3,760,0.696,0.806,,+-0.2,,
80.2,760,0.76,0.849,,+-0.2,,
79.2,760,0.821,0.889,,+-0.2,,
78.3,760,0.881,0.926,,+-0.2,,
77.5,760,0.94,0.963,,+-0.2,,
77.0,760,0.976,0.987,,+-0.2,,
