"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
116.6,760,0.021,0.058,+-0.1,+-1,,
115.6,760,0.04,0.11,+-0.1,+-1,,
113.7,760,0.081,0.188,+-0.1,+-1,,
112.0,760,0.129,0.274,+-0.1,+-1,,
110.6,760,0.185,0.346,+-0.1,+-1,,
109.6,760,0.222,0.38,+-0.1,+-1,,
108.4,760,0.29,0.45,+-0.1,+-1,,
107.0,760,0.41,0.528,+-0.1,+-1,,
106.3,760,0.475,0.567,+-0.1,+-1,,
105.6,760,0.585,0.632,+-0.1,+-1,,
105.7,760,0.695,0.676,+-0.1,+-1,,
106.0,760,0.785,0.735,+-0.1,+-1,,
106.9,760,0.875,0.812,+-0.1,+-1,,
107.9,760,0.919,0.861,+-0.1,+-1,,
108.9,760,0.956,0.916,+-0.1,+-1,,
110.2,760,0.982,0.961,+-0.1,+-1,,
