"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,35.34,0.024,0.135,+-0.01,0.01,0.001,0.003
323.15,41.76,0.0808,0.305,+-0.01,0.01,0.001,0.003
323.15,44.0,0.1076,0.355,+-0.01,0.01,0.001,0.003
323.15,48.32,0.1777,0.435,+-0.01,0.01,0.001,0.003
323.15,49.76,0.2076,0.465,+-0.01,0.01,0.001,0.003
323.15,51.93,0.2795,0.509,+-0.01,0.01,0.001,0.003
323.15,53.09,0.3181,0.534,+-0.01,0.01,0.001,0.003
323.15,54.6,0.3983,0.564,+-0.01,0.01,0.001,0.003
323.15,55.46,0.4495,0.593,+-0.01,0.01,0.001,0.003
323.15,56.53,0.5432,0.628,+-0.01,0.01,0.001,0.003
323.15,57.22,0.6263,0.669,+-0.01,0.01,0.001,0.003
323.15,57.44,0.7109,0.718,+-0.01,0.01,0.001,0.003
323.15,57.17,0.8147,0.791,+-0.01,0.01,0.001,0.003
323.15,55.82,0.91,0.883,+-0.01,0.01,0.001,0.003
323.15,54.98,0.9513,0.933,+-0.01,0.01,0.001,0.003
