"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
293.15,0.1,0.02,0.998,+-0.02,+-0.001,+-0.001,
293.15,0.19,0.041,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.214,0.045,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.281,0.063,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.348,0.078,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.515,0.123,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.575,0.146,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.641,0.168,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.68,0.185,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.778,0.228,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.893,0.301,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.916,0.327,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.973,0.941,0.999,+-0.02,+-0.001,+-0.001,
293.15,1.004,0.985,0.999,+-0.02,+-0.001,+-0.001,
