"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
50,405.3,1.0,1.0,+-0.01,+-0.05,+-0.0005,+-0.0005
50,401.46,0.774,0.793,+-0.01,+-0.05,+-0.0005,+-0.0005
50,391.05,0.587,0.648,+-0.01,+-0.05,+-0.0005,+-0.0005
50,375.58,0.44,0.54,+-0.01,+-0.05,+-0.0005,+-0.0005
50,357.59,0.303,0.433,+-0.01,+-0.05,+-0.0005,+-0.0005
50,347.27,0.241,0.377,+-0.01,+-0.05,+-0.0005,+-0.0005
50,325.91,0.154,0.271,+-0.01,+-0.05,+-0.0005,+-0.0005
50,302.23,0.077,0.167,+-0.01,+-0.05,+-0.0005,+-0.0005
50,292.57,0.049,0.115,+-0.01,+-0.05,+-0.0005,+-0.0005
50,271.3,0.0,0.0,+-0.01,+-0.05,+-0.0005,+-0.0005
