"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
100.0,358,0.0,0.0,+-0.1,+-0.5,,
100.0,391,0.045,0.165,+-0.1,+-0.5,,
100.0,452,0.12,0.358,+-0.1,+-0.5,,
100.0,500,0.175,0.42,+-0.1,+-0.5,,
100.0,506,0.168,0.425,+-0.1,+-0.5,,
100.0,541,0.233,0.5,+-0.1,+-0.5,,
100.0,568,0.285,0.545,+-0.1,+-0.5,,
100.0,594,0.315,0.575,+-0.1,+-0.5,,
100.0,613,0.345,0.61,+-0.1,+-0.5,,
100.0,650,0.44,0.668,+-0.1,+-0.5,,
100.0,679,0.525,0.725,+-0.1,+-0.5,,
100.0,689,0.58,0.76,+-0.1,+-0.5,,
100.0,699,0.615,0.77,+-0.1,+-0.5,,
100.0,720,0.685,0.8,+-0.1,+-0.5,,
100.0,760,0.81,0.86,+-0.1,+-0.5,,
100.0,770,0.863,0.898,+-0.1,+-0.5,,
100.0,790,0.975,0.979,+-0.1,+-0.5,,
100.0,796,1.0,1.0,+-0.1,+-0.5,,
