"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
359.28,101.3,0.0716,0.7141,+-0.03,,+-0.002,+-0.002
355.599,101.3,0.1087,0.7517,+-0.03,,+-0.002,+-0.002
352.433,101.3,0.2013,0.7842,+-0.03,,+-0.002,+-0.002
352.222,101.3,0.2219,0.788,+-0.03,,+-0.002,+-0.002
351.537,101.3,0.2738,0.7952,+-0.03,,+-0.002,+-0.002
351.424,101.3,0.3527,0.7985,+-0.03,,+-0.002,+-0.002
350.753,101.3,0.4385,0.8098,+-0.03,,+-0.002,+-0.002
350.73,101.3,0.4665,0.8108,+-0.03,,+-0.002,+-0.002
350.452,101.3,0.5001,0.8142,+-0.03,,+-0.002,+-0.002
350.47,101.3,0.5378,0.8216,+-0.03,,+-0.002,+-0.002
350.194,101.3,0.6229,0.8287,+-0.03,,+-0.002,+-0.002
349.981,101.3,0.6939,0.8295,+-0.03,,+-0.002,+-0.002
350.002,101.3,0.712,0.83,+-0.03,,+-0.002,+-0.002
349.869,101.3,0.7717,0.8396,+-0.03,,+-0.002,+-0.002
349.792,101.3,0.8148,0.8486,+-0.03,,+-0.002,+-0.002
349.773,101.3,0.8506,0.8577,+-0.03,,+-0.002,+-0.002
349.811,101.3,0.8822,0.8661,+-0.03,,+-0.002,+-0.002
349.918,101.3,0.9105,0.884,+-0.03,,+-0.002,+-0.002
350.16,101.3,0.9497,0.9159,+-0.03,,+-0.002,+-0.002
350.233,101.3,0.9557,0.9216,+-0.03,,+-0.002,+-0.002
