"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
308.15,51.05,0.0,,+-0.01,,,
308.15,56.0,0.1196,,+-0.01,,,
308.15,61.27,0.2058,,+-0.01,,,
308.15,68.26,0.3002,,+-0.01,,,
308.15,73.73,0.3868,,+-0.01,,,
308.15,89.09,0.4924,,+-0.01,,,
308.15,107.89,0.5992,,+-0.01,,,
308.15,127.54,0.6754,,+-0.01,,,
308.15,156.79,0.7829,,+-0.01,,,
308.15,173.61,0.8422,,+-0.01,,,
308.15,183.56,0.8815,,+-0.01,,,
308.15,197.65,0.9393,,+-0.01,,,
308.15,208.87,1.0,,+-0.01,,,
