"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
121.75,761,0.109,0.217,,,,
120.1,761,0.208,0.332,,,,
119.1,761,0.295,0.413,,,,
118.4,761,0.361,0.465,,,,
117.8,761,0.433,0.517,,,,
117.5,761,0.447,0.529,,,,
117.3,761,0.51,0.569,,,,
117.1,761,0.544,0.601,,,,
116.8,761,0.554,0.607,,,,
116.6,761,0.575,0.619,,,,
116.4,761,0.608,0.642,,,,
116.3,761,0.646,0.669,,,,
116.2,761,0.679,0.692,,,,
116.2,761,0.71,0.715,,,,
116.6,761,0.726,0.734,,,,
116.2,761,0.729,0.729,,,,
116.55,761,0.731,0.733,,,,
116.55,761,0.756,0.75,,,,
116.3,761,0.828,0.813,,,,
116.8,761,0.865,0.85,,,,
117.0,761,0.913,0.895,,,,
117.0,761,0.96,0.942,,,,
117.0,761,0.98,0.964,,,,
117.0,761,0.995,0.989,,,,
