"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
227.9,2.99,0.1856,0.7444,+- 0.02,0.1%,,
227.9,4.0,0.2755,0.8226,+- 0.02,0.1%,,
227.9,5.43,0.4065,0.8858,+- 0.02,0.1%,,
227.9,7.07,0.5577,0.9284,+- 0.02,0.1%,,
227.9,9.15,0.7485,0.9636,+- 0.02,0.1%,,
227.9,11.34,0.9355,0.9909,+- 0.02,0.1%,,
