"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
401.55,100.0,0.0,0.0,0.1,0.01,0.001,0.001
400.65,100.0,0.054,0.089,0.1,0.01,0.001,0.001
399.7,100.0,0.125,0.179,0.1,0.01,0.001,0.001
399.1,100.0,0.167,0.241,0.1,0.01,0.001,0.001
398.2,100.0,0.227,0.317,0.1,0.01,0.001,0.001
397.45,100.0,0.288,0.382,0.1,0.01,0.001,0.001
396.85,100.0,0.34,0.434,0.1,0.01,0.001,0.001
395.95,100.0,0.411,0.521,0.1,0.01,0.001,0.001
394.8,100.0,0.507,0.612,0.1,0.01,0.001,0.001
393.8,100.0,0.593,0.691,0.1,0.01,0.001,0.001
392.9,100.0,0.667,0.755,0.1,0.01,0.001,0.001
391.95,100.0,0.761,0.821,0.1,0.01,0.001,0.001
391.35,100.0,0.825,0.878,0.1,0.01,0.001,0.001
390.95,100.0,0.891,0.926,0.1,0.01,0.001,0.001
390.35,100.0,0.959,0.975,0.1,0.01,0.001,0.001
390.15,100.0,1.0,1.0,0.1,0.01,0.001,0.001
