"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
161.8,760,0.0,0.0,0.01,+-0.003,,
158.65,760,0.016,0.09,0.01,+-0.003,,
154.2,760,0.037,0.213,0.01,+-0.003,,
148.7,760,0.072,0.35,0.01,+-0.003,,
142.9,760,0.112,0.479,0.01,+-0.003,,
137.15,760,0.173,0.592,0.01,+-0.003,,
133.85,760,0.222,0.646,0.01,+-0.003,,
131.3,760,0.27,0.689,0.01,+-0.003,,
129.3,760,0.319,0.723,0.01,+-0.003,,
127.7,760,0.367,0.742,0.01,+-0.003,,
126.5,760,0.411,0.756,0.01,+-0.003,,
125.5,760,0.453,0.779,0.01,+-0.003,,
124.75,760,0.494,0.797,0.01,+-0.003,,
124.05,760,0.54,0.812,0.01,+-0.003,,
123.35,760,0.589,0.822,0.01,+-0.003,,
122.55,760,0.663,0.834,0.01,+-0.003,,
121.85,760,0.737,0.853,0.01,+-0.003,,
121.65,760,0.763,0.861,0.01,+-0.003,,
121.15,760,0.811,0.874,0.01,+-0.003,,
121.3,760,0.812,0.872,0.01,+-0.003,,
121.1,760,0.841,0.886,0.01,+-0.003,,
120.85,760,0.873,0.903,0.01,+-0.003,,
120.7,760,0.91,0.919,0.01,+-0.003,,
120.65,760,0.941,0.94,0.01,+-0.003,,
120.9,760,0.974,0.972,0.01,+-0.003,,
121.2,760,1.0,1.0,0.01,+-0.003,,
