"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
430.0,26.6,0.0,0.0,0.1,0.133,+-0.1,+-0.1
429.6,26.6,0.0635,0.1079,0.1,0.133,+-0.1,+-0.1
428.6,26.6,0.1196,0.1794,0.1,0.133,+-0.1,+-0.1
428.0,26.6,0.1718,0.2505,0.1,0.133,+-0.1,+-0.1
427.4,26.6,0.2285,0.3095,0.1,0.133,+-0.1,+-0.1
426.0,26.6,0.3223,0.3969,0.1,0.133,+-0.1,+-0.1
425.0,26.6,0.4075,0.4505,0.1,0.133,+-0.1,+-0.1
424.4,26.6,0.4491,0.49,0.1,0.133,+-0.1,+-0.1
424.2,26.6,0.5027,0.5103,0.1,0.133,+-0.1,+-0.1
424.0,26.6,0.56,0.56,0.1,0.133,+-0.1,+-0.1
424.0,26.6,0.6519,0.5985,0.1,0.133,+-0.1,+-0.1
424.4,26.6,0.7013,0.6319,0.1,0.133,+-0.1,+-0.1
424.6,26.6,0.7723,0.6729,0.1,0.133,+-0.1,+-0.1
427.2,26.6,0.8522,0.7813,0.1,0.133,+-0.1,+-0.1
428.4,26.6,0.9124,0.8634,0.1,0.133,+-0.1,+-0.1
430.5,26.6,1.0,1.0,0.1,0.133,+-0.1,+-0.1
