"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
55,93.9,,0.001,+-0.2,,,
55,107.3,,0.0023,+-0.2,,,
55,125.8,,0.0054,+-0.2,,,
55,146.1,,0.011,+-0.2,,,
55,174.9,,0.0206,+-0.2,,,
55,186.8,,0.0226,+-0.2,,,
55,221.7,,0.0345,+-0.2,,,
55,94.1,0.453,,+-0.2,,,
55,110.9,0.402,,+-0.2,,,
55,139.6,0.359,,+-0.2,,,
55,177.8,0.319,,+-0.2,,,
55,210.2,0.213,,+-0.2,,,
55,250.5,0.167,,+-0.2,,,
