"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
25,97.8,0.0,,+-0.01,,,
25,104.6,0.01,,+-0.01,,,
25,105.8,0.02,,+-0.01,,,
25,107.0,0.05,,+-0.01,,,
25,107.1,0.082,,+-0.01,,,
25,107.1,0.112,,+-0.01,,,
25,106.8,0.162,,+-0.01,,,
25,106.6,0.207,,+-0.01,,,
25,106.4,0.247,,+-0.01,,,
25,105.9,0.284,,+-0.01,,,
25,105.4,0.318,,+-0.01,,,
25,104.4,0.391,,+-0.01,,,
25,103.3,0.45,,+-0.01,,,
25,103.5,0.45,,+-0.01,,,
25,102.3,0.498,,+-0.01,,,
25,102.0,0.502,,+-0.01,,,
25,101.1,0.539,,+-0.01,,,
25,101.0,0.547,,+-0.01,,,
25,99.8,0.573,,+-0.01,,,
25,99.6,0.602,,+-0.01,,,
25,96.5,0.669,,+-0.01,,,
25,90.8,0.753,,+-0.01,,,
25,86.4,0.791,,+-0.01,,,
25,79.9,0.834,,+-0.01,,,
25,69.8,0.881,,+-0.01,,,
25,55.4,0.933,,+-0.01,,,
25,42.9,0.962,,+-0.01,,,
25,30.3,0.985,,+-0.01,,,
25,20.9,1.0,,+-0.01,,,
